case_id,original_input_id,transformation_type,original_text,transformed_text,expected_label,prompt_strategy,prompt_text,model_name,parameters,raw_output,parsed_label,is_valid_output,is_violation_expected_label,is_prediction_flip,execution_time,estimated_cost,timestamp,manual_review_notes
orig_cancel_order_001_repeat_01,orig_cancel_order_001,original,Quero cancelar meu pedido.,Quero cancelar meu pedido.,cancel_order,strict,"Classifique a intencao da mensagem abaixo.
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Mensagem:
""Quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,,0.8274954579537734,0.000178,2026-06-08T01:54:13.622569+00:00,repetition=1
orig_cancel_order_001_repeat_01,orig_cancel_order_001,original,Quero cancelar meu pedido.,Quero cancelar meu pedido.,cancel_order,few_shot,"Classifique a intencao da mensagem abaixo.
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Exemplos:
""Quero meu dinheiro de volta."" -> refund_request
""Gostaria de cancelar meu pedido."" -> cancel_order
""Minha entrega ainda nao chegou."" -> delivery_problem
""Meu pagamento foi recusado."" -> payment_issue
""Esse produto tem garantia?"" -> product_information
""Nao consigo acessar minha conta."" -> account_support
""Obrigado pelo atendimento."" -> other
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Mensagem:
""Quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,,0.8359530000016093,0.000296,2026-06-08T01:54:14.458664+00:00,repetition=1
orig_cancel_order_001_paraphrase_01_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Preciso encerrar a compra, pois quero cancelar meu pedido.",cancel_order,free,"Leia a mensagem do cliente e identifique qual e a intencao principal.
Mensagem:
""Preciso encerrar a compra, pois quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","# Análise da Intenção Principal

**Intenção Principal:** Cancelar pedido

---

## Detalhamento:

Embora a mensagem mencione ""encerrar a compra"", o contexto deixa claro que o cliente deseja **cancelar",,False,True,,1.2261406250181608,0.00037499999999999995,2026-06-08T01:54:15.685008+00:00,repetition=1
orig_cancel_order_001_paraphrase_01_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Preciso encerrar a compra, pois quero cancelar meu pedido.",cancel_order,strict,"Classifique a intencao da mensagem abaixo.
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Mensagem:
""Preciso encerrar a compra, pois quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,0.8456110410043038,0.00018899999999999999,2026-06-08T01:54:16.530754+00:00,repetition=1
orig_cancel_order_001_paraphrase_01_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Preciso encerrar a compra, pois quero cancelar meu pedido.",cancel_order,few_shot,"Classifique a intencao da mensagem abaixo.
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Exemplos:
""Quero meu dinheiro de volta."" -> refund_request
""Gostaria de cancelar meu pedido."" -> cancel_order
""Minha entrega ainda nao chegou."" -> delivery_problem
""Meu pagamento foi recusado."" -> payment_issue
""Esse produto tem garantia?"" -> product_information
""Nao consigo acessar minha conta."" -> account_support
""Obrigado pelo atendimento."" -> other
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Mensagem:
""Preciso encerrar a compra, pois quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,0.9796198749681935,0.000307,2026-06-08T01:54:17.510485+00:00,repetition=1
orig_cancel_order_001_paraphrase_02_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Gostaria que o pedido fosse cancelado, ja que quero cancelar meu pedido.",cancel_order,free,"Leia a mensagem do cliente e identifique qual e a intencao principal.
Mensagem:
""Gostaria que o pedido fosse cancelado, ja que quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","# Análise da Mensagem

**Intenção Principal:** Cancelamento de pedido

O cliente expressa claramente o desejo de cancelar seu pedido. Embora a mensagem seja redundante (repete a mesma informação duas vezes), a intenção",,False,True,,1.3246303329942748,0.00037799999999999997,2026-06-08T01:54:18.835283+00:00,repetition=1
orig_cancel_order_001_paraphrase_02_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Gostaria que o pedido fosse cancelado, ja que quero cancelar meu pedido.",cancel_order,strict,"Classifique a intencao da mensagem abaixo.
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Mensagem:
""Gostaria que o pedido fosse cancelado, ja que quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,0.9495890410034917,0.000192,2026-06-08T01:54:19.785051+00:00,repetition=1
orig_cancel_order_001_paraphrase_02_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Gostaria que o pedido fosse cancelado, ja que quero cancelar meu pedido.",cancel_order,few_shot,"Classifique a intencao da mensagem abaixo.
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Exemplos:
""Quero meu dinheiro de volta."" -> refund_request
""Gostaria de cancelar meu pedido."" -> cancel_order
""Minha entrega ainda nao chegou."" -> delivery_problem
""Meu pagamento foi recusado."" -> payment_issue
""Esse produto tem garantia?"" -> product_information
""Nao consigo acessar minha conta."" -> account_support
""Obrigado pelo atendimento."" -> other
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Mensagem:
""Gostaria que o pedido fosse cancelado, ja que quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,0.9691413329564966,0.00031,2026-06-08T01:54:20.754289+00:00,repetition=1
orig_cancel_order_001_paraphrase_03_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Nao quero seguir com a compra, porque quero cancelar meu pedido.",cancel_order,free,"Leia a mensagem do cliente e identifique qual e a intencao principal.
Mensagem:
""Nao quero seguir com a compra, porque quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","# Análise da Intenção Principal

**Intenção Principal:** Cancelamento de pedido

O cliente deixa claro que deseja **cancelar seu pedido** e não prosseguir com a compra. A mensagem expressa uma decisão firme de des",,False,True,,1.3184753750101663,0.000376,2026-06-08T01:54:22.072860+00:00,repetition=1
orig_cancel_order_001_paraphrase_03_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Nao quero seguir com a compra, porque quero cancelar meu pedido.",cancel_order,strict,"Classifique a intencao da mensagem abaixo.
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Mensagem:
""Nao quero seguir com a compra, porque quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,0.8394469170016237,0.00019,2026-06-08T01:54:22.912431+00:00,repetition=1
orig_cancel_order_001_paraphrase_03_repeat_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Nao quero seguir com a compra, porque quero cancelar meu pedido.",cancel_order,few_shot,"Classifique a intencao da mensagem abaixo.
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Exemplos:
""Quero meu dinheiro de volta."" -> refund_request
""Gostaria de cancelar meu pedido."" -> cancel_order
""Minha entrega ainda nao chegou."" -> delivery_problem
""Meu pagamento foi recusado."" -> payment_issue
""Esse produto tem garantia?"" -> product_information
""Nao consigo acessar minha conta."" -> account_support
""Obrigado pelo atendimento."" -> other
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Mensagem:
""Nao quero seguir com a compra, porque quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,0.9719316250411794,0.000308,2026-06-08T01:54:23.884495+00:00,repetition=1
orig_cancel_order_001_punctuation_01_repeat_01,orig_cancel_order_001,punctuation,Quero cancelar meu pedido.,quero cancelar meu pedido...,cancel_order,free,"Leia a mensagem do cliente e identifique qual e a intencao principal.
Mensagem:
""quero cancelar meu pedido...""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","# Análise da Intenção Principal

**Intenção Identificada:** Cancelamento de pedido

**Detalhes:**
- O cliente deseja **cancelar um pedido** que já foi realizado
- A mensagem é clara e direta, apesar",,False,True,,1.4290641249972396,0.000363,2026-06-08T01:54:25.313693+00:00,repetition=1
orig_cancel_order_001_punctuation_01_repeat_01,orig_cancel_order_001,punctuation,Quero cancelar meu pedido.,quero cancelar meu pedido...,cancel_order,strict,"Classifique a intencao da mensagem abaixo.
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Mensagem:
""quero cancelar meu pedido...""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,0.8104147499543615,0.000177,2026-06-08T01:54:26.124230+00:00,repetition=1
orig_cancel_order_001_punctuation_01_repeat_01,orig_cancel_order_001,punctuation,Quero cancelar meu pedido.,quero cancelar meu pedido...,cancel_order,few_shot,"Classifique a intencao da mensagem abaixo.
Rotulos possiveis:
refund_request, cancel_order, delivery_problem, payment_issue, product_information, account_support, other
Exemplos:
""Quero meu dinheiro de volta."" -> refund_request
""Gostaria de cancelar meu pedido."" -> cancel_order
""Minha entrega ainda nao chegou."" -> delivery_problem
""Meu pagamento foi recusado."" -> payment_issue
""Esse produto tem garantia?"" -> product_information
""Nao consigo acessar minha conta."" -> account_support
""Obrigado pelo atendimento."" -> other
Retorne apenas um JSON no seguinte formato:
{""label"": ""um_dos_rotulos""}
Mensagem:
""quero cancelar meu pedido...""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","```json
{""label"": ""cancel_order""}
```",cancel_order,True,False,False,1.580498749972321,0.000295,2026-06-08T01:54:27.704893+00:00,repetition=1
orig_cancel_order_001_capitalization_01_repeat_01,orig_cancel_order_001,capitalization,Quero cancelar meu pedido.,quero cancelar meu pedido.,cancel_order,free,"Leia a mensagem do cliente e identifique qual e a intencao principal.
Mensagem:
""quero cancelar meu pedido.""",claude-haiku-4-5,"{""max_tokens"": 64, ""temperature"": 0}","# Análise da Mensagem

**Intenção Principal:** Cancelamento de pedido

**Detalhes:**
- O cliente deseja **cancelar um pedido** que já foi realizado
- A solicitação é clara e direta
- Não há inform",,False,True,,1.5472132089780644,0.000363,2026-06-08T01:54:29.252222+00:00,repetition=1
