case_id,original_input_id,transformation_type,original_text,transformed_text,expected_label,manual_review_status,manual_review_notes
orig_refund_request_003_paraphrase_02,orig_refund_request_003,paraphrase,Comprei ontem e preciso receber o valor de volta.,Realizei uma compra ontem e gostaria de solicitar a devolução do dinheiro.,refund_request,pending,
orig_refund_request_003_paraphrase_03,orig_refund_request_003,paraphrase,Comprei ontem e preciso receber o valor de volta.,Preciso recuperar o dinheiro da compra que efetuei no dia de ontem.,refund_request,pending,
orig_refund_request_003_punctuation_01,orig_refund_request_003,punctuation,Comprei ontem e preciso receber o valor de volta.,comprei ontem e preciso receber o valor de volta...,refund_request,pending,
orig_refund_request_003_capitalization_01,orig_refund_request_003,capitalization,Comprei ontem e preciso receber o valor de volta.,COMPREI ontem E preciso RECEBER o VALOR de VOLTA.,refund_request,pending,
orig_refund_request_004_paraphrase_01,orig_refund_request_004,paraphrase,Podem devolver o dinheiro que paguei nesse pedido?,Vocês poderiam estornar o valor cobrado por este pedido?,refund_request,pending,
orig_refund_request_004_paraphrase_02,orig_refund_request_004,paraphrase,Podem devolver o dinheiro que paguei nesse pedido?,Existe a possibilidade de devolverem o montante que paguei nesta compra?,refund_request,pending,
orig_refund_request_004_paraphrase_03,orig_refund_request_004,paraphrase,Podem devolver o dinheiro que paguei nesse pedido?,Gostaria de saber se posso ter meu dinheiro de volta por este item.,refund_request,pending,
orig_refund_request_004_punctuation_01,orig_refund_request_004,punctuation,Podem devolver o dinheiro que paguei nesse pedido?,podem devolver o dinheiro que paguei nesse pedido?,refund_request,pending,
orig_refund_request_004_capitalization_01,orig_refund_request_004,capitalization,Podem devolver o dinheiro que paguei nesse pedido?,PODEM DEVOLVER O DINHEIRO QUE PAGUEI NESSE PEDIDO?,refund_request,pending,
orig_refund_request_005_paraphrase_01,orig_refund_request_005,paraphrase,O item veio errado e quero o reembolso.,Entregaram o produto incorreto e por isso exijo o reembolso do valor.,refund_request,pending,
orig_refund_request_005_paraphrase_02,orig_refund_request_005,paraphrase,O item veio errado e quero o reembolso.,"Como o artigo que chegou não foi o que pedi, quero meu dinheiro de volta.",refund_request,pending,
orig_refund_request_005_paraphrase_03,orig_refund_request_005,paraphrase,O item veio errado e quero o reembolso.,"Solicito o estorno do pagamento, pois o produto enviado veio errado.",refund_request,pending,
orig_refund_request_005_punctuation_01,orig_refund_request_005,punctuation,O item veio errado e quero o reembolso.,o item veio errado e quero o reembolso...,refund_request,pending,
orig_refund_request_005_capitalization_01,orig_refund_request_005,capitalization,O item veio errado e quero o reembolso.,o item veio errado e quero o reembolso.,refund_request,pending,
orig_refund_request_006_paraphrase_01,orig_refund_request_006,paraphrase,Preciso abrir uma solicitacao para receber meu pagamento de volta.,Gostaria de abrir um chamado para reaver o dinheiro pago.,refund_request,pending,
orig_refund_request_006_paraphrase_02,orig_refund_request_006,paraphrase,Preciso abrir uma solicitacao para receber meu pagamento de volta.,Onde posso solicitar a devolução do valor da minha compra?,refund_request,pending,
orig_refund_request_006_paraphrase_03,orig_refund_request_006,paraphrase,Preciso abrir uma solicitacao para receber meu pagamento de volta.,Preciso dar entrada no pedido de reembolso do meu pagamento.,refund_request,pending,
orig_refund_request_006_punctuation_01,orig_refund_request_006,punctuation,Preciso abrir uma solicitacao para receber meu pagamento de volta.,preciso abrir uma solicitacao para receber meu pagamento de volta...,refund_request,pending,
orig_refund_request_006_capitalization_01,orig_refund_request_006,capitalization,Preciso abrir uma solicitacao para receber meu pagamento de volta.,PRECISO abrir UMA solicitacao PARA receber MEU pagamento DE volta.,refund_request,pending,
orig_refund_request_007_paraphrase_01,orig_refund_request_007,paraphrase,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,O produto não atendeu às minhas expectativas e desejo o dinheiro de volta.,refund_request,pending,
orig_refund_request_007_paraphrase_02,orig_refund_request_007,paraphrase,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,"Como não gostei da compra, solicito o estorno do pagamento.",refund_request,pending,
orig_refund_request_007_paraphrase_03,orig_refund_request_007,paraphrase,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,Não me agradei com o item recebido e quero a restituição do valor pago.,refund_request,pending,
orig_refund_request_007_punctuation_01,orig_refund_request_007,punctuation,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,nao fiquei satisfeito com a compra e quero a devolucao do valor...,refund_request,pending,
orig_refund_request_007_capitalization_01,orig_refund_request_007,capitalization,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,NAO FIQUEI SATISFEITO COM A COMPRA E QUERO A DEVOLUCAO DO VALOR.,refund_request,pending,
orig_refund_request_008_paraphrase_01,orig_refund_request_008,paraphrase,Como faco para pedir reembolso desse produto?,Qual é o procedimento para solicitar o estorno do valor deste item?,refund_request,pending,
orig_refund_request_008_paraphrase_02,orig_refund_request_008,paraphrase,Como faco para pedir reembolso desse produto?,Como posso obter a devolução do dinheiro pago por este produto?,refund_request,pending,
orig_refund_request_008_paraphrase_03,orig_refund_request_008,paraphrase,Como faco para pedir reembolso desse produto?,Poderiam me orientar sobre como pedir o reembolso dessa mercadoria?,refund_request,pending,
orig_refund_request_008_punctuation_01,orig_refund_request_008,punctuation,Como faco para pedir reembolso desse produto?,como faco para pedir reembolso desse produto?,refund_request,pending,
orig_refund_request_008_capitalization_01,orig_refund_request_008,capitalization,Como faco para pedir reembolso desse produto?,como faco para pedir reembolso desse produto?,refund_request,pending,
orig_refund_request_009_paraphrase_01,orig_refund_request_009,paraphrase,O pedido chegou quebrado e desejo meu dinheiro de volta.,Minha encomenda veio danificada e quero a devolução imediata do valor.,refund_request,pending,
orig_refund_request_009_paraphrase_02,orig_refund_request_009,paraphrase,O pedido chegou quebrado e desejo meu dinheiro de volta.,"Solicito reembolso total, pois o produto chegou quebrado na minha casa.",refund_request,pending,
orig_refund_request_009_paraphrase_03,orig_refund_request_009,paraphrase,O pedido chegou quebrado e desejo meu dinheiro de volta.,O item entregue está avariado e gostaria de ter meu dinheiro de volta.,refund_request,pending,
orig_refund_request_009_punctuation_01,orig_refund_request_009,punctuation,O pedido chegou quebrado e desejo meu dinheiro de volta.,o pedido chegou quebrado e desejo meu dinheiro de volta...,refund_request,pending,
orig_refund_request_009_capitalization_01,orig_refund_request_009,capitalization,O pedido chegou quebrado e desejo meu dinheiro de volta.,O pedido CHEGOU quebrado E desejo MEU dinheiro DE volta.,refund_request,pending,
orig_refund_request_010_paraphrase_01,orig_refund_request_010,paraphrase,Solicito a devolucao do valor pago na minha ultima compra.,Quero requerer a restituição do dinheiro da minha compra mais recente.,refund_request,pending,
orig_refund_request_010_paraphrase_02,orig_refund_request_010,paraphrase,Solicito a devolucao do valor pago na minha ultima compra.,"Por favor, providenciem o estorno do pagamento do meu último pedido.",refund_request,pending,
orig_refund_request_010_paraphrase_03,orig_refund_request_010,paraphrase,Solicito a devolucao do valor pago na minha ultima compra.,Solicito a devolução do montante cobrado na transação anterior.,refund_request,pending,
orig_refund_request_010_punctuation_01,orig_refund_request_010,punctuation,Solicito a devolucao do valor pago na minha ultima compra.,solicito a devolucao do valor pago na minha ultima compra...,refund_request,pending,
orig_refund_request_010_capitalization_01,orig_refund_request_010,capitalization,Solicito a devolucao do valor pago na minha ultima compra.,SOLICITO A DEVOLUCAO DO VALOR PAGO NA MINHA ULTIMA COMPRA.,refund_request,pending,
orig_cancel_order_001_paraphrase_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,Desejo efetuar o cancelamento da minha compra.,cancel_order,pending,
orig_cancel_order_001_paraphrase_02,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Por favor, cancelem o pedido que realizei.",cancel_order,pending,
orig_cancel_order_001_paraphrase_03,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,Gostaria de solicitar a anulação da minha encomenda.,cancel_order,pending,
orig_cancel_order_001_punctuation_01,orig_cancel_order_001,punctuation,Quero cancelar meu pedido.,quero cancelar meu pedido...,cancel_order,pending,
orig_cancel_order_001_capitalization_01,orig_cancel_order_001,capitalization,Quero cancelar meu pedido.,quero cancelar meu pedido.,cancel_order,pending,
orig_cancel_order_002_paraphrase_01,orig_cancel_order_002,paraphrase,Gostaria de cancelar a compra que acabei de fazer.,Quero cancelar o pedido que fiz há poucos instantes.,cancel_order,pending,
orig_cancel_order_002_paraphrase_02,orig_cancel_order_002,paraphrase,Gostaria de cancelar a compra que acabei de fazer.,"Acabei de realizar uma compra, mas mudei de ideia e quero cancelá-la.",cancel_order,pending,
orig_cancel_order_002_paraphrase_03,orig_cancel_order_002,paraphrase,Gostaria de cancelar a compra que acabei de fazer.,"Por favor, suspendam a transação que acabei de concluir.",cancel_order,pending,
orig_cancel_order_002_punctuation_01,orig_cancel_order_002,punctuation,Gostaria de cancelar a compra que acabei de fazer.,gostaria de cancelar a compra que acabei de fazer...,cancel_order,pending,
orig_cancel_order_002_capitalization_01,orig_cancel_order_002,capitalization,Gostaria de cancelar a compra que acabei de fazer.,GOSTARIA de CANCELAR a COMPRA que ACABEI de FAZER.,cancel_order,pending,
orig_cancel_order_003_paraphrase_01,orig_cancel_order_003,paraphrase,Ainda da tempo de cancelar meu pedido?,Consigo cancelar a minha compra a essa altura?,cancel_order,pending,
orig_cancel_order_003_paraphrase_02,orig_cancel_order_003,paraphrase,Ainda da tempo de cancelar meu pedido?,Gostaria de saber se o meu pedido já foi enviado ou se ainda posso cancelar.,cancel_order,pending,
orig_cancel_order_003_paraphrase_03,orig_cancel_order_003,paraphrase,Ainda da tempo de cancelar meu pedido?,Será que é possível solicitar a suspensão do pedido agora?,cancel_order,pending,
orig_cancel_order_003_punctuation_01,orig_cancel_order_003,punctuation,Ainda da tempo de cancelar meu pedido?,ainda da tempo de cancelar meu pedido?,cancel_order,pending,
orig_cancel_order_003_capitalization_01,orig_cancel_order_003,capitalization,Ainda da tempo de cancelar meu pedido?,AINDA DA TEMPO DE CANCELAR MEU PEDIDO?,cancel_order,pending,
orig_cancel_order_004_paraphrase_01,orig_cancel_order_004,paraphrase,Por favor cancelem a minha compra antes do envio.,Peço que cancelem meu pedido antes que a transportadora o recolha.,cancel_order,pending,
orig_cancel_order_004_paraphrase_02,orig_cancel_order_004,paraphrase,Por favor cancelem a minha compra antes do envio.,Favor suspender a compra antes de despacharem o produto.,cancel_order,pending,
orig_cancel_order_004_paraphrase_03,orig_cancel_order_004,paraphrase,Por favor cancelem a minha compra antes do envio.,Gostaria de cancelar a encomenda antes que seja feito o envio.,cancel_order,pending,
orig_cancel_order_004_punctuation_01,orig_cancel_order_004,punctuation,Por favor cancelem a minha compra antes do envio.,por favor cancelem a minha compra antes do envio...,cancel_order,pending,
orig_cancel_order_004_capitalization_01,orig_cancel_order_004,capitalization,Por favor cancelem a minha compra antes do envio.,por favor cancelem a minha compra antes do envio.,cancel_order,pending,
orig_cancel_order_005_paraphrase_01,orig_cancel_order_005,paraphrase,Preciso desistir do pedido feito hoje.,Quero desistir da compra que realizei na data de hoje.,cancel_order,pending,
orig_cancel_order_005_paraphrase_02,orig_cancel_order_005,paraphrase,Preciso desistir do pedido feito hoje.,Solicito o cancelamento da encomenda efetuada hoje mais cedo.,cancel_order,pending,
orig_cancel_order_005_paraphrase_03,orig_cancel_order_005,paraphrase,Preciso desistir do pedido feito hoje.,Preciso anular a transação que fiz no dia de hoje.,cancel_order,pending,
orig_cancel_order_005_punctuation_01,orig_cancel_order_005,punctuation,Preciso desistir do pedido feito hoje.,preciso desistir do pedido feito hoje...,cancel_order,pending,
orig_cancel_order_005_capitalization_01,orig_cancel_order_005,capitalization,Preciso desistir do pedido feito hoje.,PRECISO desistir DO pedido FEITO hoje.,cancel_order,pending,
orig_cancel_order_006_paraphrase_01,orig_cancel_order_006,paraphrase,Nao quero mais esse produto e desejo cancelar o pedido.,Perdi o interesse no item e gostaria de suspender a compra.,cancel_order,pending,
orig_cancel_order_006_paraphrase_02,orig_cancel_order_006,paraphrase,Nao quero mais esse produto e desejo cancelar o pedido.,"Decidi que não vou ficar com o produto, então cancelem o pedido por favor.",cancel_order,pending,
orig_cancel_order_006_paraphrase_03,orig_cancel_order_006,paraphrase,Nao quero mais esse produto e desejo cancelar o pedido.,"Como não pretendo mais ficar com a mercadoria, solicito a anulação da ordem.",cancel_order,pending,
orig_cancel_order_006_punctuation_01,orig_cancel_order_006,punctuation,Nao quero mais esse produto e desejo cancelar o pedido.,nao quero mais esse produto e desejo cancelar o pedido...,cancel_order,pending,
orig_cancel_order_006_capitalization_01,orig_cancel_order_006,capitalization,Nao quero mais esse produto e desejo cancelar o pedido.,NAO QUERO MAIS ESSE PRODUTO E DESEJO CANCELAR O PEDIDO.,cancel_order,pending,
orig_cancel_order_007_paraphrase_01,orig_cancel_order_007,paraphrase,Como faco para interromper a compra antes de ser entregue?,Qual é o procedimento para suspender o envio antes da entrega da mercadoria?,cancel_order,pending,
orig_cancel_order_007_paraphrase_02,orig_cancel_order_007,paraphrase,Como faco para interromper a compra antes de ser entregue?,Como posso cancelar o pedido antes que ele chegue ao meu endereço?,cancel_order,pending,
orig_cancel_order_007_paraphrase_03,orig_cancel_order_007,paraphrase,Como faco para interromper a compra antes de ser entregue?,"Gostaria de barrar a entrega e cancelar a compra, o que devo fazer?",cancel_order,pending,
orig_cancel_order_007_punctuation_01,orig_cancel_order_007,punctuation,Como faco para interromper a compra antes de ser entregue?,como faco para interromper a compra antes de ser entregue?,cancel_order,pending,
orig_cancel_order_007_capitalization_01,orig_cancel_order_007,capitalization,Como faco para interromper a compra antes de ser entregue?,como faco para interromper a compra antes de ser entregue?,cancel_order,pending,
orig_cancel_order_008_paraphrase_01,orig_cancel_order_008,paraphrase,Cancele o pedido numero 4587 por favor.,"Por favor, façam a suspensão da compra de código 4587.",cancel_order,pending,
orig_cancel_order_008_paraphrase_02,orig_cancel_order_008,paraphrase,Cancele o pedido numero 4587 por favor.,Desejo anular o pedido número 4587.,cancel_order,pending,
orig_cancel_order_008_paraphrase_03,orig_cancel_order_008,paraphrase,Cancele o pedido numero 4587 por favor.,Solicito o cancelamento imediato da encomenda 4587.,cancel_order,pending,
orig_cancel_order_008_punctuation_01,orig_cancel_order_008,punctuation,Cancele o pedido numero 4587 por favor.,cancele o pedido numero 4587 por favor...,cancel_order,pending,
orig_cancel_order_008_capitalization_01,orig_cancel_order_008,capitalization,Cancele o pedido numero 4587 por favor.,CANCELE o PEDIDO numero 4587 por FAVOR.,cancel_order,pending,
orig_cancel_order_009_paraphrase_01,orig_cancel_order_009,paraphrase,Fiz uma compra por engano e quero cancelar.,Efetuei o pedido acidentalmente e gostaria de cancelá-lo.,cancel_order,pending,
orig_cancel_order_009_paraphrase_02,orig_cancel_order_009,paraphrase,Fiz uma compra por engano e quero cancelar.,Comprei o item errado sem querer e preciso suspender a transação.,cancel_order,pending,
orig_cancel_order_009_paraphrase_03,orig_cancel_order_009,paraphrase,Fiz uma compra por engano e quero cancelar.,Por engano acabei fazendo uma compra e agora peço o cancelamento.,cancel_order,pending,
orig_cancel_order_009_punctuation_01,orig_cancel_order_009,punctuation,Fiz uma compra por engano e quero cancelar.,fiz uma compra por engano e quero cancelar...,cancel_order,pending,
orig_cancel_order_009_capitalization_01,orig_cancel_order_009,capitalization,Fiz uma compra por engano e quero cancelar.,FIZ UMA COMPRA POR ENGANO E QUERO CANCELAR.,cancel_order,pending,
orig_cancel_order_010_paraphrase_01,orig_cancel_order_010,paraphrase,Solicito o cancelamento da minha ultima compra.,Gostaria de pedir a anulação do meu pedido mais recente.,cancel_order,pending,
orig_cancel_order_010_paraphrase_02,orig_cancel_order_010,paraphrase,Solicito o cancelamento da minha ultima compra.,Favor realizar o cancelamento da última compra que registrei.,cancel_order,pending,
orig_cancel_order_010_paraphrase_03,orig_cancel_order_010,paraphrase,Solicito o cancelamento da minha ultima compra.,Desejo cancelar o pedido efetuado por último.,cancel_order,pending,
orig_cancel_order_010_punctuation_01,orig_cancel_order_010,punctuation,Solicito o cancelamento da minha ultima compra.,solicito o cancelamento da minha ultima compra...,cancel_order,pending,
orig_cancel_order_010_capitalization_01,orig_cancel_order_010,capitalization,Solicito o cancelamento da minha ultima compra.,solicito o cancelamento da minha ultima compra.,cancel_order,pending,
orig_delivery_problem_001_paraphrase_01,orig_delivery_problem_001,paraphrase,Minha entrega ainda nao chegou.,O produto que comprei ainda não foi entregue.,delivery_problem,pending,
orig_delivery_problem_001_paraphrase_02,orig_delivery_problem_001,paraphrase,Minha entrega ainda nao chegou.,A encomenda que estou esperando ainda não chegou no meu endereço.,delivery_problem,pending,
orig_delivery_problem_001_paraphrase_03,orig_delivery_problem_001,paraphrase,Minha entrega ainda nao chegou.,Continuo no aguardo da entrega do meu pedido.,delivery_problem,pending,
orig_delivery_problem_001_punctuation_01,orig_delivery_problem_001,punctuation,Minha entrega ainda nao chegou.,minha entrega ainda nao chegou...,delivery_problem,pending,
orig_delivery_problem_001_capitalization_01,orig_delivery_problem_001,capitalization,Minha entrega ainda nao chegou.,MINHA entrega AINDA nao CHEGOU.,delivery_problem,pending,
orig_delivery_problem_002_paraphrase_01,orig_delivery_problem_002,paraphrase,O rastreio do meu pedido nao atualiza ha varios dias.,Faz dias que o código de rastreamento da minha compra não mostra movimentação.,delivery_problem,pending,
orig_delivery_problem_002_paraphrase_02,orig_delivery_problem_002,paraphrase,O rastreio do meu pedido nao atualiza ha varios dias.,O status de envio do produto está paralisado há bastante tempo.,delivery_problem,pending,
orig_delivery_problem_002_paraphrase_03,orig_delivery_problem_002,paraphrase,O rastreio do meu pedido nao atualiza ha varios dias.,Não vejo atualizações no rastreio da minha encomenda já faz alguns dias.,delivery_problem,pending,
orig_delivery_problem_002_punctuation_01,orig_delivery_problem_002,punctuation,O rastreio do meu pedido nao atualiza ha varios dias.,o rastreio do meu pedido nao atualiza ha varios dias...,delivery_problem,pending,
orig_delivery_problem_002_capitalization_01,orig_delivery_problem_002,capitalization,O rastreio do meu pedido nao atualiza ha varios dias.,O RASTREIO DO MEU PEDIDO NAO ATUALIZA HA VARIOS DIAS.,delivery_problem,pending,
orig_delivery_problem_003_paraphrase_01,orig_delivery_problem_003,paraphrase,Meu pacote aparece como entregue mas eu nao recebi nada.,"No sistema diz que o pedido foi entregue, porém não recebi a mercadoria.",delivery_problem,pending,
orig_delivery_problem_003_paraphrase_02,orig_delivery_problem_003,paraphrase,Meu pacote aparece como entregue mas eu nao recebi nada.,"Consta como entregue o produto, mas a entrega não foi realizada para mim.",delivery_problem,pending,
orig_delivery_problem_003_paraphrase_03,orig_delivery_problem_003,paraphrase,Meu pacote aparece como entregue mas eu nao recebi nada.,"O rastreamento aponta que a encomenda chegou, mas meu pacote não está aqui.",delivery_problem,pending,
orig_delivery_problem_003_punctuation_01,orig_delivery_problem_003,punctuation,Meu pacote aparece como entregue mas eu nao recebi nada.,meu pacote aparece como entregue mas eu nao recebi nada...,delivery_problem,pending,
orig_delivery_problem_003_capitalization_01,orig_delivery_problem_003,capitalization,Meu pacote aparece como entregue mas eu nao recebi nada.,meu pacote aparece como entregue mas eu nao recebi nada.,delivery_problem,pending,
orig_delivery_problem_004_paraphrase_01,orig_delivery_problem_004,paraphrase,A entrega esta atrasada e preciso saber o que aconteceu.,Gostaria de uma explicação sobre o atraso no envio do meu pedido.,delivery_problem,pending,
orig_delivery_problem_004_paraphrase_02,orig_delivery_problem_004,paraphrase,A entrega esta atrasada e preciso saber o que aconteceu.,O prazo estourou e necessito de informações sobre o paradeiro da minha entrega.,delivery_problem,pending,
orig_delivery_problem_004_paraphrase_03,orig_delivery_problem_004,paraphrase,A entrega esta atrasada e preciso saber o que aconteceu.,Preciso de esclarecimentos porque o produto está atrasado.,delivery_problem,pending,
orig_delivery_problem_004_punctuation_01,orig_delivery_problem_004,punctuation,A entrega esta atrasada e preciso saber o que aconteceu.,a entrega esta atrasada e preciso saber o que aconteceu...,delivery_problem,pending,
orig_delivery_problem_004_capitalization_01,orig_delivery_problem_004,capitalization,A entrega esta atrasada e preciso saber o que aconteceu.,A entrega ESTA atrasada E preciso SABER o QUE aconteceu.,delivery_problem,pending,
orig_delivery_problem_005_paraphrase_01,orig_delivery_problem_005,paraphrase,O entregador nao encontrou meu endereco e o pedido voltou.,A transportadora alegou endereço não localizado e a encomenda retornou.,delivery_problem,pending,
orig_delivery_problem_005_paraphrase_02,orig_delivery_problem_005,paraphrase,O entregador nao encontrou meu endereco e o pedido voltou.,O pacote está voltando para a loja porque não acharam a minha residência.,delivery_problem,pending,
orig_delivery_problem_005_paraphrase_03,orig_delivery_problem_005,paraphrase,O entregador nao encontrou meu endereco e o pedido voltou.,"Houve insucesso na entrega por falta de localização do endereço, e o pedido foi devolvido.",delivery_problem,pending,
orig_delivery_problem_005_punctuation_01,orig_delivery_problem_005,punctuation,O entregador nao encontrou meu endereco e o pedido voltou.,o entregador nao encontrou meu endereco e o pedido voltou...,delivery_problem,pending,
orig_delivery_problem_005_capitalization_01,orig_delivery_problem_005,capitalization,O entregador nao encontrou meu endereco e o pedido voltou.,O ENTREGADOR NAO ENCONTROU MEU ENDERECO E O PEDIDO VOLTOU.,delivery_problem,pending,
orig_delivery_problem_006_paraphrase_01,orig_delivery_problem_006,paraphrase,Recebi apenas parte dos itens que deveriam chegar.,"A encomenda veio incompleta, faltando alguns dos produtos comprados.",delivery_problem,pending,
orig_delivery_problem_006_paraphrase_02,orig_delivery_problem_006,paraphrase,Recebi apenas parte dos itens que deveriam chegar.,"Só chegou uma fração do meu pedido, o resto está faltando.",delivery_problem,pending,
orig_delivery_problem_006_paraphrase_03,orig_delivery_problem_006,paraphrase,Recebi apenas parte dos itens que deveriam chegar.,Abri o pacote e notei que não vieram todos os itens que eu pedi.,delivery_problem,pending,
orig_delivery_problem_006_punctuation_01,orig_delivery_problem_006,punctuation,Recebi apenas parte dos itens que deveriam chegar.,recebi apenas parte dos itens que deveriam chegar...,delivery_problem,pending,
orig_delivery_problem_006_capitalization_01,orig_delivery_problem_006,capitalization,Recebi apenas parte dos itens que deveriam chegar.,recebi apenas parte dos itens que deveriam chegar.,delivery_problem,pending,
orig_delivery_problem_007_paraphrase_01,orig_delivery_problem_007,paraphrase,Quero informacoes sobre o atraso na entrega do meu pedido.,Desejo saber o motivo de o meu pedido estar demorando para ser entregue.,delivery_problem,pending,
orig_delivery_problem_007_paraphrase_02,orig_delivery_problem_007,paraphrase,Quero informacoes sobre o atraso na entrega do meu pedido.,Poderiam me atualizar sobre a situação da entrega que está em atraso?,delivery_problem,pending,
orig_delivery_problem_007_paraphrase_03,orig_delivery_problem_007,paraphrase,Quero informacoes sobre o atraso na entrega do meu pedido.,Solicito esclarecimentos a respeito do atraso no frete do meu produto.,delivery_problem,pending,
orig_delivery_problem_007_punctuation_01,orig_delivery_problem_007,punctuation,Quero informacoes sobre o atraso na entrega do meu pedido.,quero informacoes sobre o atraso na entrega do meu pedido...,delivery_problem,pending,
orig_delivery_problem_007_capitalization_01,orig_delivery_problem_007,capitalization,Quero informacoes sobre o atraso na entrega do meu pedido.,QUERO informacoes SOBRE o ATRASO na ENTREGA do MEU pedido.,delivery_problem,pending,
orig_delivery_problem_008_paraphrase_01,orig_delivery_problem_008,paraphrase,Meu produto ficou parado na transportadora.,A encomenda parece estar retida ou estacionada na empresa de logística.,delivery_problem,pending,
orig_delivery_problem_008_paraphrase_02,orig_delivery_problem_008,paraphrase,Meu produto ficou parado na transportadora.,O rastreamento indica que o item não sai da unidade da transportadora.,delivery_problem,pending,
orig_delivery_problem_008_paraphrase_03,orig_delivery_problem_008,paraphrase,Meu produto ficou parado na transportadora.,Meu pedido travou no centro de distribuição da transportadora.,delivery_problem,pending,
orig_delivery_problem_008_punctuation_01,orig_delivery_problem_008,punctuation,Meu produto ficou parado na transportadora.,meu produto ficou parado na transportadora...,delivery_problem,pending,
orig_delivery_problem_008_capitalization_01,orig_delivery_problem_008,capitalization,Meu produto ficou parado na transportadora.,MEU PRODUTO FICOU PARADO NA TRANSPORTADORA.,delivery_problem,pending,
orig_delivery_problem_009_paraphrase_01,orig_delivery_problem_009,paraphrase,A previsao de entrega passou e nao tive nenhuma atualizacao.,O prazo final estimado já venceu e não recebi novos avisos sobre a encomenda.,delivery_problem,pending,
orig_delivery_problem_009_paraphrase_02,orig_delivery_problem_009,paraphrase,A previsao de entrega passou e nao tive nenhuma atualizacao.,A data de entrega já expirou e sigo sem informações sobre o meu pedido.,delivery_problem,pending,
orig_delivery_problem_009_paraphrase_03,orig_delivery_problem_009,paraphrase,A previsao de entrega passou e nao tive nenhuma atualizacao.,Já passou do dia previsto para o recebimento e não há novidades no sistema.,delivery_problem,pending,
orig_delivery_problem_009_punctuation_01,orig_delivery_problem_009,punctuation,A previsao de entrega passou e nao tive nenhuma atualizacao.,a previsao de entrega passou e nao tive nenhuma atualizacao...,delivery_problem,pending,
orig_delivery_problem_009_capitalization_01,orig_delivery_problem_009,capitalization,A previsao de entrega passou e nao tive nenhuma atualizacao.,a previsao de entrega passou e nao tive nenhuma atualizacao.,delivery_problem,pending,
orig_delivery_problem_010_paraphrase_01,orig_delivery_problem_010,paraphrase,O status diz que saiu para entrega mas nao chegou ate agora.,"Aparece que o produto está em rota de entrega, mas até o momento não recebi.",delivery_problem,pending,
orig_delivery_problem_010_paraphrase_02,orig_delivery_problem_010,paraphrase,O status diz que saiu para entrega mas nao chegou ate agora.,"A encomenda saiu para entrega hoje de manhã, mas ainda não chegou no meu endereço.",delivery_problem,pending,
