case_id,original_input_id,transformation_type,original_text,transformed_text,expected_label,manual_review_status,manual_review_notes
orig_refund_request_007_paraphrase_01,orig_refund_request_007,paraphrase,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,"Preciso que a loja providencie a devolucao do valor, pois nao fiquei satisfeito com a compra e quero a devolucao do valor.",refund_request,pending,
orig_refund_request_007_paraphrase_02,orig_refund_request_007,paraphrase,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,Estou pedindo reembolso porque nao fiquei satisfeito com a compra e quero a devolucao do valor.,refund_request,pending,
orig_refund_request_007_paraphrase_03,orig_refund_request_007,paraphrase,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,"Quero receber de volta o dinheiro pago, ja que nao fiquei satisfeito com a compra e quero a devolucao do valor.",refund_request,pending,
orig_refund_request_007_punctuation_01,orig_refund_request_007,punctuation,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,nao fiquei satisfeito com a compra e quero a devolucao do valor...,refund_request,pending,
orig_refund_request_007_capitalization_01,orig_refund_request_007,capitalization,Nao fiquei satisfeito com a compra e quero a devolucao do valor.,NAO FIQUEI SATISFEITO COM A COMPRA E QUERO A DEVOLUCAO DO VALOR.,refund_request,pending,
orig_refund_request_008_paraphrase_01,orig_refund_request_008,paraphrase,Como faco para pedir reembolso desse produto?,"Preciso que a loja providencie a devolucao do valor, pois como faco para pedir reembolso desse produto.",refund_request,pending,
orig_refund_request_008_paraphrase_02,orig_refund_request_008,paraphrase,Como faco para pedir reembolso desse produto?,Estou pedindo reembolso porque como faco para pedir reembolso desse produto.,refund_request,pending,
orig_refund_request_008_paraphrase_03,orig_refund_request_008,paraphrase,Como faco para pedir reembolso desse produto?,"Quero receber de volta o dinheiro pago, ja que como faco para pedir reembolso desse produto.",refund_request,pending,
orig_refund_request_008_punctuation_01,orig_refund_request_008,punctuation,Como faco para pedir reembolso desse produto?,como faco para pedir reembolso desse produto?,refund_request,pending,
orig_refund_request_008_capitalization_01,orig_refund_request_008,capitalization,Como faco para pedir reembolso desse produto?,como faco para pedir reembolso desse produto?,refund_request,pending,
orig_refund_request_009_paraphrase_01,orig_refund_request_009,paraphrase,O pedido chegou quebrado e desejo meu dinheiro de volta.,"Preciso que a loja providencie a devolucao do valor, pois o pedido chegou quebrado e desejo meu dinheiro de volta.",refund_request,pending,
orig_refund_request_009_paraphrase_02,orig_refund_request_009,paraphrase,O pedido chegou quebrado e desejo meu dinheiro de volta.,Estou pedindo reembolso porque o pedido chegou quebrado e desejo meu dinheiro de volta.,refund_request,pending,
orig_refund_request_009_paraphrase_03,orig_refund_request_009,paraphrase,O pedido chegou quebrado e desejo meu dinheiro de volta.,"Quero receber de volta o dinheiro pago, ja que o pedido chegou quebrado e desejo meu dinheiro de volta.",refund_request,pending,
orig_refund_request_009_punctuation_01,orig_refund_request_009,punctuation,O pedido chegou quebrado e desejo meu dinheiro de volta.,o pedido chegou quebrado e desejo meu dinheiro de volta...,refund_request,pending,
orig_refund_request_009_capitalization_01,orig_refund_request_009,capitalization,O pedido chegou quebrado e desejo meu dinheiro de volta.,O pedido CHEGOU quebrado E desejo MEU dinheiro DE volta.,refund_request,pending,
orig_refund_request_010_paraphrase_01,orig_refund_request_010,paraphrase,Solicito a devolucao do valor pago na minha ultima compra.,"Preciso que a loja providencie a devolucao do valor, pois solicito a devolucao do valor pago na minha ultima compra.",refund_request,pending,
orig_refund_request_010_paraphrase_02,orig_refund_request_010,paraphrase,Solicito a devolucao do valor pago na minha ultima compra.,Estou pedindo reembolso porque solicito a devolucao do valor pago na minha ultima compra.,refund_request,pending,
orig_refund_request_010_paraphrase_03,orig_refund_request_010,paraphrase,Solicito a devolucao do valor pago na minha ultima compra.,"Quero receber de volta o dinheiro pago, ja que solicito a devolucao do valor pago na minha ultima compra.",refund_request,pending,
orig_refund_request_010_punctuation_01,orig_refund_request_010,punctuation,Solicito a devolucao do valor pago na minha ultima compra.,solicito a devolucao do valor pago na minha ultima compra...,refund_request,pending,
orig_refund_request_010_capitalization_01,orig_refund_request_010,capitalization,Solicito a devolucao do valor pago na minha ultima compra.,SOLICITO A DEVOLUCAO DO VALOR PAGO NA MINHA ULTIMA COMPRA.,refund_request,pending,
orig_cancel_order_001_paraphrase_01,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Preciso encerrar a compra, pois quero cancelar meu pedido.",cancel_order,pending,
orig_cancel_order_001_paraphrase_02,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Gostaria que o pedido fosse cancelado, ja que quero cancelar meu pedido.",cancel_order,pending,
orig_cancel_order_001_paraphrase_03,orig_cancel_order_001,paraphrase,Quero cancelar meu pedido.,"Nao quero seguir com a compra, porque quero cancelar meu pedido.",cancel_order,pending,
orig_cancel_order_001_punctuation_01,orig_cancel_order_001,punctuation,Quero cancelar meu pedido.,quero cancelar meu pedido...,cancel_order,pending,
orig_cancel_order_001_capitalization_01,orig_cancel_order_001,capitalization,Quero cancelar meu pedido.,quero cancelar meu pedido.,cancel_order,pending,
orig_cancel_order_002_paraphrase_01,orig_cancel_order_002,paraphrase,Gostaria de cancelar a compra que acabei de fazer.,"Preciso encerrar a compra, pois gostaria de cancelar a compra que acabei de fazer.",cancel_order,pending,
orig_cancel_order_002_paraphrase_02,orig_cancel_order_002,paraphrase,Gostaria de cancelar a compra que acabei de fazer.,"Gostaria que o pedido fosse cancelado, ja que gostaria de cancelar a compra que acabei de fazer.",cancel_order,pending,
orig_cancel_order_002_paraphrase_03,orig_cancel_order_002,paraphrase,Gostaria de cancelar a compra que acabei de fazer.,"Nao quero seguir com a compra, porque gostaria de cancelar a compra que acabei de fazer.",cancel_order,pending,
orig_cancel_order_002_punctuation_01,orig_cancel_order_002,punctuation,Gostaria de cancelar a compra que acabei de fazer.,gostaria de cancelar a compra que acabei de fazer...,cancel_order,pending,
orig_cancel_order_002_capitalization_01,orig_cancel_order_002,capitalization,Gostaria de cancelar a compra que acabei de fazer.,GOSTARIA de CANCELAR a COMPRA que ACABEI de FAZER.,cancel_order,pending,
orig_cancel_order_003_paraphrase_01,orig_cancel_order_003,paraphrase,Ainda da tempo de cancelar meu pedido?,"Preciso encerrar a compra, pois ainda da tempo de cancelar meu pedido.",cancel_order,pending,
orig_cancel_order_003_paraphrase_02,orig_cancel_order_003,paraphrase,Ainda da tempo de cancelar meu pedido?,"Gostaria que o pedido fosse cancelado, ja que ainda da tempo de cancelar meu pedido.",cancel_order,pending,
orig_cancel_order_003_paraphrase_03,orig_cancel_order_003,paraphrase,Ainda da tempo de cancelar meu pedido?,"Nao quero seguir com a compra, porque ainda da tempo de cancelar meu pedido.",cancel_order,pending,
orig_cancel_order_003_punctuation_01,orig_cancel_order_003,punctuation,Ainda da tempo de cancelar meu pedido?,ainda da tempo de cancelar meu pedido?,cancel_order,pending,
orig_cancel_order_003_capitalization_01,orig_cancel_order_003,capitalization,Ainda da tempo de cancelar meu pedido?,AINDA DA TEMPO DE CANCELAR MEU PEDIDO?,cancel_order,pending,
orig_cancel_order_004_paraphrase_01,orig_cancel_order_004,paraphrase,Por favor cancelem a minha compra antes do envio.,"Preciso encerrar a compra, pois por favor cancelem a minha compra antes do envio.",cancel_order,pending,
orig_cancel_order_004_paraphrase_02,orig_cancel_order_004,paraphrase,Por favor cancelem a minha compra antes do envio.,"Gostaria que o pedido fosse cancelado, ja que por favor cancelem a minha compra antes do envio.",cancel_order,pending,
orig_cancel_order_004_paraphrase_03,orig_cancel_order_004,paraphrase,Por favor cancelem a minha compra antes do envio.,"Nao quero seguir com a compra, porque por favor cancelem a minha compra antes do envio.",cancel_order,pending,
orig_cancel_order_004_punctuation_01,orig_cancel_order_004,punctuation,Por favor cancelem a minha compra antes do envio.,por favor cancelem a minha compra antes do envio...,cancel_order,pending,
orig_cancel_order_004_capitalization_01,orig_cancel_order_004,capitalization,Por favor cancelem a minha compra antes do envio.,por favor cancelem a minha compra antes do envio.,cancel_order,pending,
orig_cancel_order_005_paraphrase_01,orig_cancel_order_005,paraphrase,Preciso desistir do pedido feito hoje.,"Preciso encerrar a compra, pois preciso desistir do pedido feito hoje.",cancel_order,pending,
orig_cancel_order_005_paraphrase_02,orig_cancel_order_005,paraphrase,Preciso desistir do pedido feito hoje.,"Gostaria que o pedido fosse cancelado, ja que preciso desistir do pedido feito hoje.",cancel_order,pending,
orig_cancel_order_005_paraphrase_03,orig_cancel_order_005,paraphrase,Preciso desistir do pedido feito hoje.,"Nao quero seguir com a compra, porque preciso desistir do pedido feito hoje.",cancel_order,pending,
orig_cancel_order_005_punctuation_01,orig_cancel_order_005,punctuation,Preciso desistir do pedido feito hoje.,preciso desistir do pedido feito hoje...,cancel_order,pending,
orig_cancel_order_005_capitalization_01,orig_cancel_order_005,capitalization,Preciso desistir do pedido feito hoje.,PRECISO desistir DO pedido FEITO hoje.,cancel_order,pending,
orig_cancel_order_006_paraphrase_01,orig_cancel_order_006,paraphrase,Nao quero mais esse produto e desejo cancelar o pedido.,"Preciso encerrar a compra, pois nao quero mais esse produto e desejo cancelar o pedido.",cancel_order,pending,
orig_cancel_order_006_paraphrase_02,orig_cancel_order_006,paraphrase,Nao quero mais esse produto e desejo cancelar o pedido.,"Gostaria que o pedido fosse cancelado, ja que nao quero mais esse produto e desejo cancelar o pedido.",cancel_order,pending,
orig_cancel_order_006_paraphrase_03,orig_cancel_order_006,paraphrase,Nao quero mais esse produto e desejo cancelar o pedido.,"Nao quero seguir com a compra, porque nao quero mais esse produto e desejo cancelar o pedido.",cancel_order,pending,
orig_cancel_order_006_punctuation_01,orig_cancel_order_006,punctuation,Nao quero mais esse produto e desejo cancelar o pedido.,nao quero mais esse produto e desejo cancelar o pedido...,cancel_order,pending,
orig_cancel_order_006_capitalization_01,orig_cancel_order_006,capitalization,Nao quero mais esse produto e desejo cancelar o pedido.,NAO QUERO MAIS ESSE PRODUTO E DESEJO CANCELAR O PEDIDO.,cancel_order,pending,
orig_cancel_order_007_paraphrase_01,orig_cancel_order_007,paraphrase,Como faco para interromper a compra antes de ser entregue?,"Preciso encerrar a compra, pois como faco para interromper a compra antes de ser entregue.",cancel_order,pending,
orig_cancel_order_007_paraphrase_02,orig_cancel_order_007,paraphrase,Como faco para interromper a compra antes de ser entregue?,"Gostaria que o pedido fosse cancelado, ja que como faco para interromper a compra antes de ser entregue.",cancel_order,pending,
orig_cancel_order_007_paraphrase_03,orig_cancel_order_007,paraphrase,Como faco para interromper a compra antes de ser entregue?,"Nao quero seguir com a compra, porque como faco para interromper a compra antes de ser entregue.",cancel_order,pending,
orig_cancel_order_007_punctuation_01,orig_cancel_order_007,punctuation,Como faco para interromper a compra antes de ser entregue?,como faco para interromper a compra antes de ser entregue?,cancel_order,pending,
orig_cancel_order_007_capitalization_01,orig_cancel_order_007,capitalization,Como faco para interromper a compra antes de ser entregue?,como faco para interromper a compra antes de ser entregue?,cancel_order,pending,
orig_cancel_order_008_paraphrase_01,orig_cancel_order_008,paraphrase,Cancele o pedido numero 4587 por favor.,"Preciso encerrar a compra, pois cancele o pedido numero 4587 por favor.",cancel_order,pending,
orig_cancel_order_008_paraphrase_02,orig_cancel_order_008,paraphrase,Cancele o pedido numero 4587 por favor.,"Gostaria que o pedido fosse cancelado, ja que cancele o pedido numero 4587 por favor.",cancel_order,pending,
orig_cancel_order_008_paraphrase_03,orig_cancel_order_008,paraphrase,Cancele o pedido numero 4587 por favor.,"Nao quero seguir com a compra, porque cancele o pedido numero 4587 por favor.",cancel_order,pending,
orig_cancel_order_008_punctuation_01,orig_cancel_order_008,punctuation,Cancele o pedido numero 4587 por favor.,cancele o pedido numero 4587 por favor...,cancel_order,pending,
orig_cancel_order_008_capitalization_01,orig_cancel_order_008,capitalization,Cancele o pedido numero 4587 por favor.,CANCELE o PEDIDO numero 4587 por FAVOR.,cancel_order,pending,
orig_cancel_order_009_paraphrase_01,orig_cancel_order_009,paraphrase,Fiz uma compra por engano e quero cancelar.,"Preciso encerrar a compra, pois fiz uma compra por engano e quero cancelar.",cancel_order,pending,
orig_cancel_order_009_paraphrase_02,orig_cancel_order_009,paraphrase,Fiz uma compra por engano e quero cancelar.,"Gostaria que o pedido fosse cancelado, ja que fiz uma compra por engano e quero cancelar.",cancel_order,pending,
orig_cancel_order_009_paraphrase_03,orig_cancel_order_009,paraphrase,Fiz uma compra por engano e quero cancelar.,"Nao quero seguir com a compra, porque fiz uma compra por engano e quero cancelar.",cancel_order,pending,
orig_cancel_order_009_punctuation_01,orig_cancel_order_009,punctuation,Fiz uma compra por engano e quero cancelar.,fiz uma compra por engano e quero cancelar...,cancel_order,pending,
orig_cancel_order_009_capitalization_01,orig_cancel_order_009,capitalization,Fiz uma compra por engano e quero cancelar.,FIZ UMA COMPRA POR ENGANO E QUERO CANCELAR.,cancel_order,pending,
orig_cancel_order_010_paraphrase_01,orig_cancel_order_010,paraphrase,Solicito o cancelamento da minha ultima compra.,"Preciso encerrar a compra, pois solicito o cancelamento da minha ultima compra.",cancel_order,pending,
orig_cancel_order_010_paraphrase_02,orig_cancel_order_010,paraphrase,Solicito o cancelamento da minha ultima compra.,"Gostaria que o pedido fosse cancelado, ja que solicito o cancelamento da minha ultima compra.",cancel_order,pending,
orig_cancel_order_010_paraphrase_03,orig_cancel_order_010,paraphrase,Solicito o cancelamento da minha ultima compra.,"Nao quero seguir com a compra, porque solicito o cancelamento da minha ultima compra.",cancel_order,pending,
orig_cancel_order_010_punctuation_01,orig_cancel_order_010,punctuation,Solicito o cancelamento da minha ultima compra.,solicito o cancelamento da minha ultima compra...,cancel_order,pending,
orig_cancel_order_010_capitalization_01,orig_cancel_order_010,capitalization,Solicito o cancelamento da minha ultima compra.,solicito o cancelamento da minha ultima compra.,cancel_order,pending,
orig_delivery_problem_001_paraphrase_01,orig_delivery_problem_001,paraphrase,Minha entrega ainda nao chegou.,Estou com um problema de entrega: minha entrega ainda nao chegou.,delivery_problem,pending,
orig_delivery_problem_001_paraphrase_02,orig_delivery_problem_001,paraphrase,Minha entrega ainda nao chegou.,"Preciso de ajuda com o recebimento do pedido, pois minha entrega ainda nao chegou.",delivery_problem,pending,
orig_delivery_problem_001_paraphrase_03,orig_delivery_problem_001,paraphrase,Minha entrega ainda nao chegou.,Ha uma falha no envio do meu pedido: minha entrega ainda nao chegou.,delivery_problem,pending,
orig_delivery_problem_001_punctuation_01,orig_delivery_problem_001,punctuation,Minha entrega ainda nao chegou.,minha entrega ainda nao chegou...,delivery_problem,pending,
orig_delivery_problem_001_capitalization_01,orig_delivery_problem_001,capitalization,Minha entrega ainda nao chegou.,MINHA entrega AINDA nao CHEGOU.,delivery_problem,pending,
orig_delivery_problem_002_paraphrase_01,orig_delivery_problem_002,paraphrase,O rastreio do meu pedido nao atualiza ha varios dias.,Estou com um problema de entrega: o rastreio do meu pedido nao atualiza ha varios dias.,delivery_problem,pending,
orig_delivery_problem_002_paraphrase_02,orig_delivery_problem_002,paraphrase,O rastreio do meu pedido nao atualiza ha varios dias.,"Preciso de ajuda com o recebimento do pedido, pois o rastreio do meu pedido nao atualiza ha varios dias.",delivery_problem,pending,
orig_delivery_problem_002_paraphrase_03,orig_delivery_problem_002,paraphrase,O rastreio do meu pedido nao atualiza ha varios dias.,Ha uma falha no envio do meu pedido: o rastreio do meu pedido nao atualiza ha varios dias.,delivery_problem,pending,
orig_delivery_problem_002_punctuation_01,orig_delivery_problem_002,punctuation,O rastreio do meu pedido nao atualiza ha varios dias.,o rastreio do meu pedido nao atualiza ha varios dias...,delivery_problem,pending,
orig_delivery_problem_002_capitalization_01,orig_delivery_problem_002,capitalization,O rastreio do meu pedido nao atualiza ha varios dias.,O RASTREIO DO MEU PEDIDO NAO ATUALIZA HA VARIOS DIAS.,delivery_problem,pending,
orig_delivery_problem_003_paraphrase_01,orig_delivery_problem_003,paraphrase,Meu pacote aparece como entregue mas eu nao recebi nada.,Estou com um problema de entrega: meu pacote aparece como entregue mas eu nao recebi nada.,delivery_problem,pending,
orig_delivery_problem_003_paraphrase_02,orig_delivery_problem_003,paraphrase,Meu pacote aparece como entregue mas eu nao recebi nada.,"Preciso de ajuda com o recebimento do pedido, pois meu pacote aparece como entregue mas eu nao recebi nada.",delivery_problem,pending,
orig_delivery_problem_003_paraphrase_03,orig_delivery_problem_003,paraphrase,Meu pacote aparece como entregue mas eu nao recebi nada.,Ha uma falha no envio do meu pedido: meu pacote aparece como entregue mas eu nao recebi nada.,delivery_problem,pending,
orig_delivery_problem_003_punctuation_01,orig_delivery_problem_003,punctuation,Meu pacote aparece como entregue mas eu nao recebi nada.,meu pacote aparece como entregue mas eu nao recebi nada...,delivery_problem,pending,
orig_delivery_problem_003_capitalization_01,orig_delivery_problem_003,capitalization,Meu pacote aparece como entregue mas eu nao recebi nada.,meu pacote aparece como entregue mas eu nao recebi nada.,delivery_problem,pending,
orig_delivery_problem_004_paraphrase_01,orig_delivery_problem_004,paraphrase,A entrega esta atrasada e preciso saber o que aconteceu.,Estou com um problema de entrega: a entrega esta atrasada e preciso saber o que aconteceu.,delivery_problem,pending,
orig_delivery_problem_004_paraphrase_02,orig_delivery_problem_004,paraphrase,A entrega esta atrasada e preciso saber o que aconteceu.,"Preciso de ajuda com o recebimento do pedido, pois a entrega esta atrasada e preciso saber o que aconteceu.",delivery_problem,pending,
orig_delivery_problem_004_paraphrase_03,orig_delivery_problem_004,paraphrase,A entrega esta atrasada e preciso saber o que aconteceu.,Ha uma falha no envio do meu pedido: a entrega esta atrasada e preciso saber o que aconteceu.,delivery_problem,pending,
orig_delivery_problem_004_punctuation_01,orig_delivery_problem_004,punctuation,A entrega esta atrasada e preciso saber o que aconteceu.,a entrega esta atrasada e preciso saber o que aconteceu...,delivery_problem,pending,
orig_delivery_problem_004_capitalization_01,orig_delivery_problem_004,capitalization,A entrega esta atrasada e preciso saber o que aconteceu.,A entrega ESTA atrasada E preciso SABER o QUE aconteceu.,delivery_problem,pending,
orig_delivery_problem_005_paraphrase_01,orig_delivery_problem_005,paraphrase,O entregador nao encontrou meu endereco e o pedido voltou.,Estou com um problema de entrega: o entregador nao encontrou meu endereco e o pedido voltou.,delivery_problem,pending,
orig_delivery_problem_005_paraphrase_02,orig_delivery_problem_005,paraphrase,O entregador nao encontrou meu endereco e o pedido voltou.,"Preciso de ajuda com o recebimento do pedido, pois o entregador nao encontrou meu endereco e o pedido voltou.",delivery_problem,pending,
orig_delivery_problem_005_paraphrase_03,orig_delivery_problem_005,paraphrase,O entregador nao encontrou meu endereco e o pedido voltou.,Ha uma falha no envio do meu pedido: o entregador nao encontrou meu endereco e o pedido voltou.,delivery_problem,pending,
orig_delivery_problem_005_punctuation_01,orig_delivery_problem_005,punctuation,O entregador nao encontrou meu endereco e o pedido voltou.,o entregador nao encontrou meu endereco e o pedido voltou...,delivery_problem,pending,
orig_delivery_problem_005_capitalization_01,orig_delivery_problem_005,capitalization,O entregador nao encontrou meu endereco e o pedido voltou.,O ENTREGADOR NAO ENCONTROU MEU ENDERECO E O PEDIDO VOLTOU.,delivery_problem,pending,
orig_delivery_problem_006_paraphrase_01,orig_delivery_problem_006,paraphrase,Recebi apenas parte dos itens que deveriam chegar.,Estou com um problema de entrega: recebi apenas parte dos itens que deveriam chegar.,delivery_problem,pending,
orig_delivery_problem_006_paraphrase_02,orig_delivery_problem_006,paraphrase,Recebi apenas parte dos itens que deveriam chegar.,"Preciso de ajuda com o recebimento do pedido, pois recebi apenas parte dos itens que deveriam chegar.",delivery_problem,pending,
orig_delivery_problem_006_paraphrase_03,orig_delivery_problem_006,paraphrase,Recebi apenas parte dos itens que deveriam chegar.,Ha uma falha no envio do meu pedido: recebi apenas parte dos itens que deveriam chegar.,delivery_problem,pending,
orig_delivery_problem_006_punctuation_01,orig_delivery_problem_006,punctuation,Recebi apenas parte dos itens que deveriam chegar.,recebi apenas parte dos itens que deveriam chegar...,delivery_problem,pending,
orig_delivery_problem_006_capitalization_01,orig_delivery_problem_006,capitalization,Recebi apenas parte dos itens que deveriam chegar.,recebi apenas parte dos itens que deveriam chegar.,delivery_problem,pending,
orig_delivery_problem_007_paraphrase_01,orig_delivery_problem_007,paraphrase,Quero informacoes sobre o atraso na entrega do meu pedido.,Estou com um problema de entrega: quero informacoes sobre o atraso na entrega do meu pedido.,delivery_problem,pending,
orig_delivery_problem_007_paraphrase_02,orig_delivery_problem_007,paraphrase,Quero informacoes sobre o atraso na entrega do meu pedido.,"Preciso de ajuda com o recebimento do pedido, pois quero informacoes sobre o atraso na entrega do meu pedido.",delivery_problem,pending,
orig_delivery_problem_007_paraphrase_03,orig_delivery_problem_007,paraphrase,Quero informacoes sobre o atraso na entrega do meu pedido.,Ha uma falha no envio do meu pedido: quero informacoes sobre o atraso na entrega do meu pedido.,delivery_problem,pending,
orig_delivery_problem_007_punctuation_01,orig_delivery_problem_007,punctuation,Quero informacoes sobre o atraso na entrega do meu pedido.,quero informacoes sobre o atraso na entrega do meu pedido...,delivery_problem,pending,
orig_delivery_problem_007_capitalization_01,orig_delivery_problem_007,capitalization,Quero informacoes sobre o atraso na entrega do meu pedido.,QUERO informacoes SOBRE o ATRASO na ENTREGA do MEU pedido.,delivery_problem,pending,
orig_delivery_problem_008_paraphrase_01,orig_delivery_problem_008,paraphrase,Meu produto ficou parado na transportadora.,Estou com um problema de entrega: meu produto ficou parado na transportadora.,delivery_problem,pending,
orig_delivery_problem_008_paraphrase_02,orig_delivery_problem_008,paraphrase,Meu produto ficou parado na transportadora.,"Preciso de ajuda com o recebimento do pedido, pois meu produto ficou parado na transportadora.",delivery_problem,pending,
